"Date (UTC)","Timestamp (UTC)","Kamala Harris","Donald Trump","Other"
"04-23-2024 00:00","1713830402","0.555","0.435","0.0105"
"04-24-2024 00:00","1713916803","0.555","0.435","0.011"
"04-25-2024 00:00","1714003203","0.555","0.435","0.011"
"04-26-2024 00:00","1714089602","0.555","0.435","0.0125"
"04-27-2024 00:00","1714176003","0.545","0.435","0.0125"
"04-28-2024 00:00","1714262403","0.545","0.435","0.0125"
"04-29-2024 00:00","1714348803","0.535","0.435","0.0125"
"04-30-2024 00:00","1714435204","0.535","0.435","0.0125"
"05-01-2024 00:00","1714521603","0.535","0.435","0.0125"
"05-02-2024 00:00","1714608003","0.535","0.435","0.0125"
"05-03-2024 00:00","1714694403","0.535","0.435","0.0125"
"05-04-2024 00:00","1714780803","0.535","0.435","0.0125"
"05-05-2024 00:00","1714867203","0.535","0.435","0.011"
"05-06-2024 00:00","1714953602","0.535","0.435","0.011"
"05-07-2024 00:00","1715040002","0.535","0.435","0.011"
"05-08-2024 00:00","1715126403","0.535","0.435","0.011"
"05-09-2024 00:00","1715212803","0.535","0.435","0.011"
"05-10-2024 00:00","1715299203","0.535","0.43","0.011"
"05-11-2024 00:00","1715385604","0.535","0.435","0.0165"
"05-12-2024 00:00","1715472003","0.535","0.435","0.0165"
"05-13-2024 00:00","1715558404","0.535","0.435","0.017"
"05-14-2024 00:00","1715644803","0.51","0.46","0.018"
"05-15-2024 00:00","1715731204","0.515","0.465","0.0185"
"05-16-2024 00:00","1715817604","0.515","0.47","0.021"
"05-17-2024 00:00","1715904003","0.515","0.47","0.021"
"05-18-2024 00:00","1715990403","0.515","0.455","0.022"
"05-19-2024 00:00","1716076803","0.515","0.455","0.022"
"05-20-2024 00:00","1716163203","0.515","0.455","0.022"
"05-21-2024 00:00","1716249603","0.515","0.45","0.022"
"05-22-2024 00:00","1716336003","0.515","0.45","0.022"
"05-23-2024 00:00","1716422403","0.515","0.45","0.022"
"05-24-2024 00:00","1716508803","0.515","0.45","0.0275"
"05-25-2024 00:00","1716595203","0.51","0.45","0.0345"
"05-26-2024 00:00","1716681603","0.51","0.45","0.0345"
"05-27-2024 00:00","1716768003","0.51","0.445","0.0345"
"05-28-2024 00:00","1716854403","0.51","0.445","0.037"
"05-29-2024 00:00","1716940804","0.51","0.445","0.037"
"05-30-2024 00:00","1717027203","0.51","0.45","0.0405"
"05-31-2024 00:00","1717113603","0.51","0.45","0.0405"
"06-01-2024 00:00","1717200003","0.505","0.455","0.0405"
"06-02-2024 00:00","1717286403","0.505","0.445","0.044"
"06-03-2024 00:00","1717372803","0.505","0.445","0.044"
"06-04-2024 00:00","1717459202","0.505","0.445","0.0435"
"06-05-2024 00:00","1717545602","0.515","0.445","0.0405"
"06-06-2024 00:00","1717632003","0.515","0.445","0.0405"
"06-07-2024 00:00","1717718402","0.515","0.445","0.0405"
"06-08-2024 00:00","1717804802","0.515","0.445","0.0405"
"06-09-2024 00:00","1717891203","0.515","0.445","0.0405"
"06-10-2024 00:00","1717977604","0.515","0.445","0.0405"
"06-11-2024 00:00","1718064002","0.515","0.445","0.0405"
"06-12-2024 00:00","1718150403","0.515","0.445","0.0405"
"06-13-2024 00:00","1718236803","0.515","0.445","0.0405"
"06-14-2024 00:00","1718323203","0.515","0.445","0.0405"
"06-15-2024 00:00","1718409604","0.515","0.445","0.04"
"06-16-2024 00:00","1718496004","0.515","0.445","0.04"
"06-17-2024 00:00","1718582404","0.515","0.445","0.0405"
"06-18-2024 00:00","1718668803","0.51","0.445","0.0395"
"06-19-2024 00:00","1718755203","0.51","0.445","0.0395"
"06-20-2024 00:00","1718841604","0.51","0.445","0.046"
"06-21-2024 00:00","1718928003","0.51","0.445","0.039"
"06-22-2024 00:00","1719014402","0.51","0.445","0.039"
"06-23-2024 00:00","1719100803","0.51","0.445","0.039"
"06-24-2024 00:00","1719187203","0.51","0.445","0.039"
"06-25-2024 00:00","1719273603","0.51","0.445","0.039"
"06-26-2024 00:00","1719360003","0.51","0.445","0.039"
"06-27-2024 00:00","1719446402","0.515","0.45","0.034"
"06-28-2024 00:00","1719532803","0.515","0.465","0.032"
"06-29-2024 00:00","1719619202","0.48","0.51","0.0295"
"06-30-2024 00:00","1719705602","0.47","0.515","0.028"
"07-01-2024 00:00","1719792002","0.475","0.515","0.0175"
"07-02-2024 00:00","1719878403","0.445","0.525","0.016"
"07-03-2024 00:00","1719964802","0.415","0.555","0.015"
"07-04-2024 00:00","1720051203","0.42","0.55","0.015"
"07-05-2024 00:00","1720137602","0.435","0.545","0.015"
"07-06-2024 00:00","1720224002","0.435","0.545","0.015"
"07-07-2024 00:00","1720310402","0.435","0.545","0.0155"
"07-08-2024 00:00","1720396802","0.45","0.545","0.0155"
"07-09-2024 00:00","1720483202","0.45","0.545","0.0155"
"07-10-2024 00:00","1720569603","0.455","0.525","0.0155"
"07-11-2024 00:00","1720656003","0.455","0.52","0.017"
"07-12-2024 00:00","1720742402","0.455","0.52","0.016"
"07-13-2024 00:00","1720828803","0.455","0.52","0.016"
"07-14-2024 00:00","1720915202","0.415","0.57","0.015"
"07-15-2024 00:00","1721001603","0.39","0.6","0.015"
"07-16-2024 00:00","1721088002","0.37","0.645","0.0135"
"07-17-2024 00:00","1721174401","0.385","0.61","0.0115"
"07-18-2024 00:00","1721260802","0.395","0.595","0.011"
"07-19-2024 00:00","1721347201","0.435","0.505","0.011"
"07-20-2024 00:00","1721433601","0.425","0.575","0.011"
"07-21-2024 00:00","1721520001","0.44","0.535","0.01"
"07-22-2024 00:00","1721606401","0.455","0.545","0.01"
"07-23-2024 00:00","1721692801","0.465","0.53","0.006"
"07-24-2024 00:00","1721779201","0.475","0.515","0.008"
"07-25-2024 00:00","1721865601","0.495","0.5","0.006"
"07-26-2024 00:00","1721952002","0.495","0.505","0.006"
"07-27-2024 00:00","1722038402","0.515","0.485","0.007"
"07-28-2024 00:00","1722124802","0.515","0.485","0.007"
"07-29-2024 00:00","1722211202","0.515","0.485","0.0065"
"07-30-2024 00:00","1722297601","0.51","0.495","0.0035"
"07-31-2024 00:00","1722384002","0.495","0.51","0.003"
"08-01-2024 00:00","1722470402","0.515","0.485","0.0025"
"08-02-2024 00:00","1722556801","0.54","0.455","0.0025"
"08-03-2024 00:00","1722643202","0.55","0.43","0.0025"
"08-04-2024 00:00","1722729601","0.55","0.435","0.0025"
"08-05-2024 00:00","1722816001","0.565","0.425","0.0025"
"08-06-2024 00:00","1722902401","0.545","0.435","0.0025"
"08-07-2024 00:00","1722988801","0.59","0.385","0.0025"
"08-08-2024 00:00","1723075201","0.61","0.385","0.0025"
"08-09-2024 00:00","1723161602","0.62","0.38","0.003"
"08-10-2024 00:00","1723248002","0.615","0.375","0.003"
"08-11-2024 00:00","1723334401","0.615","0.375","0.003"
"08-12-2024 00:00","1723420801","0.635","0.365","0.0035"
"08-13-2024 00:00","1723507202","0.645","0.355","0.003"
"08-14-2024 00:00","1723593602","0.655","0.345","0.0025"
"08-15-2024 00:00","1723680002","0.665","0.335","0.0025"
"08-16-2024 00:00","1723766402","0.645","0.355","0.0035"
"08-17-2024 00:00","1723852802","0.645","0.355","0.004"
"08-18-2024 00:00","1723939202","0.645","0.355","0.004"
"08-19-2024 00:00","1724025602","0.635","0.365","0.004"
"08-20-2024 00:00","1724112001","0.635","0.355","0.0035"
"08-21-2024 00:00","1724198402","0.63","0.365","0.004"
"08-22-2024 00:00","1724284802","0.605","0.395","0.0035"
"08-23-2024 00:00","1724371202","0.615","0.385","0.0035"
"08-24-2024 00:00","1724457602","0.615","0.385","0.003"
"08-25-2024 00:00","1724544001","0.615","0.385","0.0025"
"08-26-2024 00:00","1724630402","0.615","0.385","0.0025"
"08-27-2024 00:00","1724716801","0.615","0.385","0.0025"
"08-28-2024 00:00","1724803201","0.615","0.385","0.0025"
"08-29-2024 00:00","1724889602","0.615","0.385","0.0025"
"08-30-2024 00:00","1724976002","0.605","0.395","0.0025"
"08-31-2024 00:00","1725062402","0.605","0.395","0.0015"
"09-01-2024 00:00","1725148802","0.605","0.395","0.0015"
"09-02-2024 00:00","1725235202","0.605","0.395","0.0015"
"09-03-2024 00:00","1725321602","0.595","0.405","0.0015"
"09-04-2024 00:00","1725408002","0.595","0.405","0.0015"
"09-05-2024 00:00","1725494402","0.585","0.41","0.0015"
"09-06-2024 00:00","1725580802","0.56","0.435","0.0015"
"09-07-2024 00:00","1725667202","0.525","0.47","0.0015"
"09-08-2024 00:00","1725753602","0.555","0.445","0.0015"
"09-09-2024 00:00","1725840001","0.555","0.44","0.0015"
"09-10-2024 00:00","1725926402","0.555","0.445","0.0015"
"09-11-2024 00:00","1726012801","0.555","0.44","0.0015"
"09-12-2024 00:00","1726099202","0.575","0.425","0.0015"
"09-13-2024 00:00","1726185602","0.59","0.405","0.0015"
"09-14-2024 00:00","1726272002","0.595","0.405","0.0015"
"09-15-2024 00:00","1726358402","0.595","0.405","0.0015"
"09-16-2024 00:00","1726444802","0.595","0.405","0.0015"
"09-17-2024 00:00","1726531202","0.585","0.405","0.0015"
"09-18-2024 00:00","1726617602","0.585","0.405","0.0015"
"09-19-2024 00:00","1726704001","0.595","0.395","0.0015"
"09-20-2024 00:00","1726790402","0.645","0.355","0.002"
"09-21-2024 00:00","1726876802","0.65","0.35","0.002"
"09-22-2024 00:00","1726963202","0.65","0.345","0.0015"
"09-23-2024 00:00","1727049602","0.655","0.345","0.0025"
"09-24-2024 00:00","1727136002","0.665","0.325","0.0015"
"09-25-2024 00:00","1727222402","0.675","0.325","0.0025"
"09-26-2024 00:00","1727308802","0.655","0.335","0.0015"
"09-27-2024 00:00","1727395202","0.66","0.335","0.002"
"09-28-2024 00:00","1727481602","0.675","0.325","0.002"
"09-29-2024 00:00","1727568003","0.665","0.335","0.0015"
"09-30-2024 00:00","1727654403","0.65","0.345","0.0015"
"10-01-2024 00:00","1727740802","0.645","0.355","0.0015"
"10-02-2024 00:00","1727827202","0.645","0.35","0.002"
"10-03-2024 00:00","1727913602","0.635","0.365","0.0025"
"10-04-2024 00:00","1728000002","0.585","0.415","0.0015"
"10-05-2024 00:00","1728086402","0.555","0.44","0.002"
"10-06-2024 00:00","1728172802","0.525","0.475","0.0025"
"10-07-2024 00:00","1728259202","0.545","0.455","0.002"
"10-08-2024 00:00","1728345602","0.525","0.475","0.002"
"10-09-2024 00:00","1728432002","0.535","0.465","0.0015"
"10-10-2024 00:00","1728518402","0.495","0.5","0.0015"
"10-11-2024 00:00","1728604803","0.485","0.515","0.0015"
"10-12-2024 00:00","1728691202","0.495","0.505","0.0015"
"10-13-2024 00:00","1728777603","0.495","0.505","0.0015"
"10-14-2024 00:00","1728864002","0.495","0.505","0.0015"
"10-15-2024 00:00","1728950402","0.485","0.515","0.0015"
"10-16-2024 00:00","1729036803","0.465","0.535","0.0015"
"10-17-2024 00:00","1729123202","0.445","0.555","0.0015"
"10-18-2024 00:00","1729209602","0.445","0.555","0.0015"
"10-19-2024 00:00","1729296002","0.445","0.55","0.0015"
"10-20-2024 00:00","1729382402","0.445","0.545","0.0015"
"10-21-2024 00:00","1729468802","0.445","0.56","0.0015"
"10-22-2024 00:00","1729555202","0.43","0.565","0.0025"
"10-23-2024 00:00","1729641602","0.415","0.59","0.0005"
"10-24-2024 00:00","1729728003","0.445","0.555","0.0005"
"10-25-2024 00:00","1729814403","0.465","0.54","0.0005"
"10-26-2024 00:00","1729900803","0.465","0.535","0.0005"
"10-27-2024 00:00","1729987203","0.465","0.54","0.0005"
"10-28-2024 00:00","1730073603","0.475","0.525","0.0005"
"10-29-2024 00:00","1730160002","0.455","0.545","0.0005"
"10-30-2024 00:00","1730246403","0.475","0.52","0.0005"
"10-31-2024 00:00","1730332803","0.51","0.49","0.0005"
"11-01-2024 00:00","1730419203","0.535","0.465","0.0005"
"11-02-2024 00:00","1730505603","0.585","0.415","0.0005"
"11-03-2024 00:00","1730592003","0.645","0.36","0.0005"
"11-04-2024 00:00","1730678403","0.595","0.405","0.0005"
"11-04-2024 06:08","1730700482","0.605","0.395","0.0005"
